Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact,Emergency_Contact_Ext
S00416,Dillon Braun,2013-07-10,Grade 1,+16645679106,-
S00417,Nathan Bowen,2012-02-09,Grade 1,+17429576257,59773
S00418,Charles Odonnell,2008-02-29,Grade 4,-,-
S00419,Ricky Roberts,2015-10-03,Grade 4,+14789419543,-
S00420,Amber Ross,2007-06-19,Grade 5,+14068804542,181
S00421,Kendra Perkins,2009-07-11,Grade 1,+16004652904,-
S00422,Autumn Dorsey,2010-06-23,Grade 2,+15705542403,-
S00423,Logan Mckinney,2013-03-31,Grade 3,+17189548983,-
S00424,Nicholas Adkins,2018-12-23,Grade 2,+15752348371,7337
S00425,Cody Cantrell,2018-11-18,Grade 5,+16102425658,-
S00426,Mary Moon,2018-10-05,Grade 2,+18792074122,31727
S00427,William Brooks,2006-03-21,Grade 3,+19454326662,-
S00428,Jeremiah Morgan,2006-08-03,Grade 1,+16056878458,-
S00429,Meghan Prince,2006-05-15,Grade 3,+13162502606,-
S00430,Cole Solis,2007-05-08,Grade 5,+17864597748,15172
S00431,Jodi Jones,2017-07-17,Grade 2,+13967122203,52658
S00432,Nicholas House,2015-10-10,Grade 4,+14614347483,-
S00433,Donald Thompson,2013-09-04,Grade 2,+12929640291,9545
S00434,Leslie Moody,2012-12-15,Grade 4,+17243074403,50362
S00435,Paul Holloway,2008-09-26,Grade 1,+14537989650,-
S00436,Stephanie Sexton,2012-02-05,Grade 5,+19016081104,733
S00437,Jason Rodriguez,2018-04-24,Grade 5,+19678744928,-
S00438,April Duarte,2017-03-27,Grade 5,+14745722446,-
S00439,Pamela Smith,2009-02-06,Grade 5,+16757743478,-
S00440,Melissa Weiss,2018-09-22,Grade 5,+17319092944,-
S00441,Tony Collins,2012-05-02,Grade 3,+19384631996,-
S00442,Ryan Robertson,2016-09-16,Grade 3,+12512302758,-
S00443,Destiny Lloyd,2014-04-28,Grade 5,+16992043785,984
S00444,Dustin David,2010-02-15,Grade 5,+17074920113,-
S00445,Richard Underwood,2013-06-02,Grade 4,+16602069530,98823
S00446,Miguel Perez,2016-01-27,Grade 3,+13989222274,-
S00447,Michael Morris,2009-08-06,Grade 5,+19742108663,283
S00448,Rachel Knight,2013-09-10,Grade 4,+18859513011,984
S00449,Douglas Robbins,2006-01-10,Grade 5,+13434041021,898
S00450,Jared Turner,2016-05-08,Grade 1,+16959958462,-
S00451,Kathryn Jackson,2016-09-19,Grade 5,+15072827190,654
S00452,Andrew Juarez,2017-04-06,Grade 3,+12695000786,049
S00453,Mackenzie Barron,2012-08-09,Grade 5,+19453859194,-
S00454,Brian Green,2010-12-06,Grade 3,+16317704059,746
S00455,Sarah Peters,2013-06-05,Grade 2,+17859901482,05025
S00456,Rhonda Juarez,2015-12-13,Grade 3,+13559487247,936
S00457,Jesus Lawrence,2011-05-06,Grade 1,+19896404995,4364
S00458,Amber Gray,2011-03-10,Grade 5,+19267254098,89457
S00459,Maria Miranda,2018-09-06,Grade 4,+13158524257,755
S00460,Heather Park,2017-06-09,Grade 4,-,-
S00461,Jose Young,2016-02-22,Grade 5,+14357010998,0726
S00462,Samantha Potter,2009-05-30,Grade 3,+18637910698,705
S00463,Scott Hamilton,2013-01-11,Grade 2,+16938729292,121
S00464,Ronald Thompson,2018-09-17,Grade 1,+13272055939,8628
S00465,Henry Long,2015-08-02,Grade 5,+19253887543,539
S00466,Ashley Parsons,2013-04-12,Grade 2,+17319543326,0796
S00467,Zoe Wright,2016-01-23,Grade 3,+17708540560,47370
S00468,Christopher Dixon,2010-06-04,Grade 1,+18223216819,-
S00469,Lucas Anderson,2013-09-12,Grade 5,+15623253331,-
S00470,Michael Gomez,2013-04-28,Grade 5,+13414937497,202
S00471,Robin Collier,2018-09-10,Grade 3,-,-
S00472,Mrs. Anita Escobar,2014-09-06,Grade 3,+19046305348,-
S00473,Trevor Black,2009-08-14,Grade 1,+18859165566,7012
S00474,Riley Lopez,2010-12-16,Grade 2,+13898014168,69241
S00475,Amy Perry,2007-10-26,Grade 2,+19168939933,-
S00476,Jacob Ramirez,2007-08-23,Grade 5,+13536819160,02500
S00477,Cindy Snyder,2012-03-27,Grade 2,+19169020703,-
S00478,Jeremy Davis,2012-07-05,Grade 1,+12749464584,-
S00479,Nicole Morgan,2015-12-14,Grade 4,+15764924634,854
S00480,Robert Cook,2017-09-26,Grade 3,+13327258683,-
S00481,Terri Austin,2009-11-23,Grade 2,+17939321526,-
S00482,Cesar Wallace,2013-01-19,Grade 5,-,-
S00483,Kendra Noble,2011-05-24,Grade 5,+17079018204,-
S00484,Nicholas Turner,2007-02-23,Grade 3,+18524727127,6052
S00485,Lisa Villarreal,2016-09-08,Grade 3,+12984466469,54394
S00486,Richard Carter,2007-04-02,Grade 5,+15762250960,4768
S00487,Morgan Fisher,2010-09-20,Grade 5,+14769321125,1166
S00488,Joshua Cole,2007-08-09,Grade 1,+14804223843,03545
S00489,Charles Lopez,2017-05-16,Grade 5,+15004938413,7603
S00490,Matthew Fleming,2015-03-18,Grade 1,+18894826193,0895
S00491,Kim Roberts,2010-08-01,Grade 3,+12697659430,884
S00492,Lawrence Jones,2010-06-14,Grade 3,+12278342819,279
S00493,Theodore Leach,2018-02-28,Grade 1,+15084909533,490
S00494,Hector Macias,2011-06-21,Grade 5,+14977736528,44158
S00495,Felicia Lambert,2006-07-17,Grade 3,+19822723000,688
S00496,Victoria Lopez,2014-10-09,Grade 2,+16802735320,-
S00497,Patricia Graham,2015-10-29,Grade 3,+12205881776,0562
S00498,Briana Jennings,2010-08-15,Grade 5,+18782599601,31391
S00499,James Lopez,2014-06-10,Grade 3,+17142401893,-
S00500,Christopher Foster,2014-06-15,Grade 1,+16238285362,32419
S00501,Charles Jones,2014-03-30,Grade 2,+16395942202,53104
S00502,Patricia Peterson,2012-09-01,Grade 5,+17073549495,943
S00503,Larry Palmer,2011-05-15,Grade 1,+18946390523,96061
S00504,Kristen Bridges,2007-08-20,Grade 3,+12578019223,159
S00505,Jessica Holmes,2015-07-27,Grade 2,+13473013217,-
S00506,Susan Thomas,2013-04-13,Grade 5,+14423205529,-
S00507,Mark Dixon,2012-12-20,Grade 3,+17012362271,79990
S00508,Mrs. Kaitlin West,2018-09-05,Grade 3,+13772713222,92410
S00509,David Johnson,2017-12-11,Grade 4,+14536828511,-
S00510,Zachary Ramirez,2010-10-09,Grade 1,-,-
S00511,William Stanley,2014-11-24,Grade 4,+13448439097,-
S00512,Andrea Thompson,2010-01-27,Grade 1,+14514029268,-
S00513,Ashley Cunningham,2014-12-15,Grade 3,+18935388808,-
S00514,Amanda Stephenson,2014-12-28,Grade 1,+14173478040,-
S00515,David Lawson,2018-07-24,Grade 1,+12514964264,54441
S00516,Marisa Baker,2019-02-26,Grade 1,+16078664564,-
S00517,Mrs. Charlene Chang,2013-06-12,Grade 1,+19599709814,80516
S00518,Danielle Palmer,2009-11-26,Grade 4,-,-
S00519,Bonnie Wilson Md,2012-12-03,Grade 3,+19686407770,73231
S00520,Paul Bowers,2016-03-14,Grade 5,+17945107260,8085
S00521,Leonard Price,2010-10-05,Grade 2,+19574460812,928
S00522,Leslie Jacobs,2013-10-07,Grade 1,+19103364908,2618
S00523,David King,2017-04-14,Grade 1,+16394987455,18215
S00524,George White,2017-10-24,Grade 3,+16889910976,5911
S00525,Mr. Justin Thornton,2008-02-03,Grade 5,-,-
S00526,Anthony Gutierrez,2006-11-12,Grade 5,+12317126008,176
S00527,Raymond Le,2006-12-09,Grade 4,+14418467610,-
S00528,Samantha Beard,2011-07-01,Grade 5,+19059525138,-
S00529,Heather Garcia,2012-12-12,Grade 4,+19425271116,404
S00530,Parker Floyd,2012-04-04,Grade 5,+17587712131,9727
S00531,Eric Foster,2017-04-21,Grade 3,+15359366070,50648
S00532,Chris Lam,2018-07-10,Grade 5,+15296573465,3919
S00533,Lee Garza,2010-10-04,Grade 1,+17289078553,-
S00534,George Aguirre,2009-07-06,Grade 5,+12514063526,-
S00535,Jennifer Porter,2011-05-13,Grade 5,+14584015787,-
S00536,Benjamin Johnson,2013-10-03,Grade 5,+17926805765,0461
S00537,Earl Rojas,2016-08-02,Grade 2,+12394852413,063
S00538,Cynthia Garcia,2008-05-18,Grade 4,+17917354737,-
S00539,Christopher Barajas,2009-05-29,Grade 3,+12812717910,3432
S00540,Jessica Gonzalez,2006-06-01,Grade 5,+19645081222,85364
S00541,Joe Garner,2016-09-15,Grade 2,+13557215534,-
S00542,Danielle Young,2006-11-19,Grade 3,+14017948763,934
S00543,Patrick Jennings,2012-06-01,Grade 2,+18543136284,4862
S00544,Norma Roth,2016-10-28,Grade 3,-,-
S00545,Robert Boyle,2012-10-27,Grade 4,+16687177962,25738
S00546,Amanda Murray,2011-10-30,Grade 2,+18963041022,8344
S00547,Mary Gibbs,2013-03-04,Grade 1,+19312674841,99714
S00548,Joseph Nunez,2016-10-13,Grade 5,+15284007977,029
S00549,Javier Gallagher,2006-08-08,Grade 5,+13287229948,-
S00550,Arthur Brown,2013-07-22,Grade 1,+19292578952,391
S00551,Thomas Padilla,2010-07-19,Grade 2,+18068130369,-
S00552,Erika Wall,2010-08-11,Grade 2,+13494771557,-
S00553,Christopher Fletcher,2011-02-07,Grade 2,+19593317651,532
S00554,Kelsey Miller,2011-09-21,Grade 3,+14044264899,04273
S00555,Cameron Turner,2012-09-03,Grade 2,+17228455420,-
S00556,Joseph Clay,2012-04-29,Grade 3,+18932546111,5568
S00557,Elizabeth Stafford,2014-10-23,Grade 5,+16547974661,-
S00558,Michael Hodges,2009-03-25,Grade 5,+17157714429,5636
S00559,David Rose,2007-07-09,Grade 4,+16805486788,23455
S00560,Gregory Payne,2013-11-22,Grade 4,+19373013013,-
S00561,Gina Smith,2006-12-05,Grade 1,+12146574991,004
S00562,Johnny Moore,2013-04-24,Grade 4,+13405982999,8049
S00563,Jody Taylor,2007-04-28,Grade 4,+15557310473,00423
S00564,Jennifer Garcia,2010-03-01,Grade 2,+16457623396,786
S00565,Steven Mcguire,2008-03-07,Grade 1,+14386716000,-
S00566,Danielle Grant,2012-09-14,Grade 4,+14547739867,651
S00567,Curtis Rowe,2007-08-31,Grade 3,+17763335352,0698
S00568,Jennifer Wilson,2015-04-07,Grade 5,+18948490606,0759
S00569,Gloria Pineda,2015-09-07,Grade 5,+14699827889,882
S00570,Jennifer Hernandez,2014-04-13,Grade 3,+17903006682,8023
S00571,Christine Leach,2007-05-22,Grade 3,+19426195430,77352
S00572,Stacey Villegas,2014-07-12,Grade 5,+12167456288,-
S00573,Shelly Mcdowell,2009-12-29,Grade 1,+14538069532,-
S00574,Sara Rosales,2009-03-27,Grade 4,+17477501625,-
S00575,Dennis Montoya,2009-03-08,Grade 5,+12808815227,60679
S00576,John Sandoval,2017-01-28,Grade 2,-,-
S00577,Jerry Mclaughlin,2006-06-28,Grade 4,+18162904316,-
S00578,Jennifer Barnes,2010-02-07,Grade 1,+13866910731,140
S00579,Jorge Lopez,2016-05-31,Grade 3,+15757824221,987
S00580,Robert Garcia,2011-03-03,Grade 3,+17772178968,80510
S00581,Zachary Randolph,2018-06-30,Grade 1,+12643319786,-
S00582,Chad Conley,2018-09-30,Grade 1,+13029635254,-
S00583,Ashley Joseph Md,2014-10-18,Grade 5,+15787020493,-
S00584,John Hunt,2012-11-22,Grade 1,-,-
S00585,Alexis Marks,2013-09-05,Grade 4,+13373788708,-
S00586,Kelly Williams,2010-12-11,Grade 2,+17735556015,779
S00587,Melvin Morales,2015-09-17,Grade 3,+18889385105,-
S00588,Beth Jackson,2012-01-27,Grade 1,+16155902372,-
S00589,Jennifer Park,2010-06-13,Grade 1,+18423674749,674
S00590,Michael Craig,2010-05-28,Grade 4,+19522749903,-
S00591,Neil Webb,2017-09-17,Grade 1,+19902187443,-
S00592,Evelyn Stanley,2008-10-11,Grade 3,+13889697535,-
S00593,Austin Hoffman,2018-09-01,Grade 1,+19702300220,-
S00594,Jeffrey Johnson,2016-06-12,Grade 1,+19866477079,8002
S00595,Anna Porter,2011-07-03,Grade 5,+16638351444,-
S00596,Robert Evans,2011-08-28,Grade 4,-,-
S00597,Robert Townsend,2009-11-28,Grade 5,+16036902185,1126
S00598,Mr. Barry Gonzalez,2016-05-05,Grade 1,+17876909588,-
S00599,Corey Grant,2009-07-07,Grade 5,+18022214513,29270
S00600,Brittany Foster,2019-01-18,Grade 5,+15657815124,-
S00601,Kara Reed,2014-01-25,Grade 3,+15494970816,692
S00602,Michelle Walker,2010-07-09,Grade 2,+19189787141,2790
S00603,Christopher Lamb,2015-05-06,Grade 3,+13528442100,-
S00604,Timothy Johnson,2016-01-09,Grade 2,+13188958832,63264
S00605,Kenneth Gaines,2011-01-16,Grade 5,+14157537788,-
S00606,Theresa Webb,2007-07-20,Grade 2,+14179344641,39694
S00607,Wendy Anderson,2010-06-01,Grade 5,+16365632496,87106
S00608,Kayla Gutierrez,2016-05-03,Grade 4,+17283888184,599
S00609,Tony Gomez,2014-07-16,Grade 1,+14382341001,-
S00610,Rachel Short,2018-01-07,Grade 3,+13306941151,526
S00611,Jill Holland,2016-01-10,Grade 4,+19755847047,592
S00612,Tamara Rowe,2007-03-01,Grade 3,+19166676385,-
S00613,Jesse Rollins,2012-08-09,Grade 1,+12963041684,-
S00614,Elaine Cardenas,2010-10-24,Grade 2,+13154779780,988
S00615,Mark Castillo,2008-06-25,Grade 2,+16073070098,-
S00616,Stephen Nichols,2012-05-20,Grade 2,-,-
S00617,Tyler Conner,2010-12-30,Grade 1,+17544681225,58269
S00618,Maria Hunt,2016-03-04,Grade 4,+16889459437,80262
S00619,Joshua Le,2016-08-29,Grade 5,+12138920288,-
S00620,Shawn Smith,2007-08-22,Grade 1,+19478980913,-
S00621,Tanya Lee,2018-08-08,Grade 5,+15652204995,92662
S00622,Kelly Esparza,2008-05-23,Grade 1,+17388792340,-
S00623,Willie Wolf,2006-09-21,Grade 3,+15404775949,-
S00624,Daniel Goodman,2017-11-30,Grade 4,+17852359096,9334
S00625,Michael Alvarado,2011-05-01,Grade 2,+15578601850,3273
S00626,Johnny White,2016-06-02,Grade 1,+16263337202,-
S00627,Laurie Rivera,2015-11-16,Grade 4,+19009460080,-
S00628,Destiny May,2006-07-06,Grade 1,+18875439995,-
S00629,Wesley Johnson,2014-09-02,Grade 2,+16589617456,-
S00630,Thomas Morgan,2015-04-03,Grade 3,+18167914581,061
S00631,Sarah Acosta,2015-05-27,Grade 1,+16152248254,-
S00632,Luis Castro,2016-11-22,Grade 4,+19123667645,-
S00633,Dr. Julie Henderson,2011-03-20,Grade 4,+16167445950,-
S00634,Nicole Shaw,2008-10-01,Grade 1,+17218646490,9074
S00635,Tracy Gonzalez,2012-01-11,Grade 1,+19337381704,155
S00636,Sarah Howell,2014-05-02,Grade 1,+14093250694,48276
S00637,Jonathan Sanders,2012-08-21,Grade 4,+12437326771,39012
S00638,Daniel Johnson,2013-03-14,Grade 1,+16069475669,2171
S00639,Megan Andrade,2016-10-10,Grade 1,+16175430001,98598
S00640,Terry Terry,2012-11-22,Grade 2,+15202055755,899
S00641,Kathleen Young,2009-04-29,Grade 1,+12682213504,08476
S00642,Cynthia Combs,2015-05-09,Grade 5,+13323406912,4127
S00643,Kimberly Miller,2008-01-23,Grade 4,+12237910264,000
S00644,James Hogan,2013-07-02,Grade 2,+15249456363,588
S00645,Jessica Salas,2018-07-21,Grade 2,+16097892405,42808
S00646,Mark Delacruz,2012-02-18,Grade 5,+17225613453,-
S00647,Laura Holt,2018-09-06,Grade 5,+14207026336,9325
S00648,Jamie Sanchez,2015-04-06,Grade 1,+12549438040,649
S00649,Ryan Owen,2006-06-13,Grade 2,+19163911924,332
S00650,Peter Cabrera,2016-05-14,Grade 2,+16556477747,-
S00651,Sara Bradford,2013-05-13,Grade 1,+13098320191,-
S00652,Kenneth Lopez,2010-01-08,Grade 1,+18494203130,-
S00653,Beth Chapman,2007-02-14,Grade 3,+16766792272,844
S00654,Jackson Nguyen,2015-09-13,Grade 5,+14289319436,966
S00655,Annette Alexander,2017-10-25,Grade 5,-,-
S00656,Stephanie Gilbert,2012-12-21,Grade 5,+16799640434,-
S00657,Michelle Brock,2008-10-23,Grade 4,+13777442032,-
S00658,Carlos Frank,2014-08-29,Grade 1,+19178914637,-
S00659,Sherry Hammond,2014-08-16,Grade 4,+19747954959,7402
S00660,Donna Ford,2019-02-09,Grade 2,+19266850194,34422
S00661,Amanda Baker,2016-09-02,Grade 3,+12865992706,72123
S00662,Stephanie Odom,2018-11-21,Grade 2,+16238005847,95121
S00663,Johnathan Coleman,2016-06-24,Grade 4,+13317451817,7435
S00664,Daniel Bowen,2013-01-21,Grade 1,+14263941533,-
S00665,Sarah Black,2012-01-07,Grade 2,+14124821276,6298
S00666,Kristin Allen,2013-02-28,Grade 4,+15523223060,-
S00667,Andrew Hernandez,2014-12-30,Grade 1,+12892240487,757
S00668,Veronica Norman,2009-03-27,Grade 1,+13647780926,-
S00669,Wendy Woods,2016-05-15,Grade 5,+18755162661,4139
S00670,Gabrielle Ferguson,2015-11-03,Grade 4,+14247989151,87534
S00671,Robert Riddle,2011-10-31,Grade 4,+18896378162,4066
S00672,Edward Walls,2011-11-04,Grade 4,+19085476873,5641
S00673,Tami Moody,2015-09-21,Grade 5,+15282870820,8988
S00674,Andrew Barry,2011-10-28,Grade 4,+12382966705,166
S00675,Diane Lara,2006-04-04,Grade 2,+17973436073,21547
S00676,Cathy Kent,2007-10-18,Grade 1,+19466321112,-
S00677,Samuel Stewart,2007-11-30,Grade 1,+14528611751,33910
S00678,Andrew White,2011-07-14,Grade 1,+18916984626,-
S00679,Kevin Wilson,2015-07-13,Grade 1,+15806931621,8183
S00680,Jeffrey Drake,2007-06-15,Grade 5,+16299503361,84004
S00681,Timothy Griffin,2006-07-31,Grade 3,+14947217378,75353
S00682,Nicole Hunt,2010-01-06,Grade 5,+12868241936,-
S00683,Lindsey Blake,2018-07-22,Grade 1,-,-
S00684,Rebecca Ferguson,2017-03-31,Grade 5,+18647515610,-
S00685,Adrian Smith,2011-07-18,Grade 3,+15264724502,-
S00686,Thomas Jones,2016-01-23,Grade 3,+18327003217,-
S00687,Amy Baker Dvm,2007-06-09,Grade 1,+16906399446,-
S00688,Morgan Greer,2010-09-07,Grade 2,+16613929299,9623
S00689,Melissa Osborn,2015-11-23,Grade 3,+14103681922,-
S00690,Mike Arnold,2018-06-24,Grade 1,+17683103158,3837
S00691,James Clark Dvm,2014-10-23,Grade 2,+12342809321,17856
S00692,Suzanne Jennings,2014-03-31,Grade 2,-,-
S00693,Victoria Cruz,2007-02-04,Grade 1,+16566242370,-
S00694,Laura Allen,2011-06-04,Grade 1,+14476472159,-
S00695,Brian Phillips,2010-05-17,Grade 5,+15763144476,9081
S00696,Troy Smith Md,2012-04-26,Grade 3,+19696207146,808
S00697,Lorraine Jones,2013-03-03,Grade 3,+18232034058,-
S00698,Katherine Vang,2013-07-12,Grade 1,+17476445782,-
S00699,Michael Wilson,2016-03-11,Grade 2,+17803278188,2142
S00700,Barbara Harper,2017-02-16,Grade 1,+16516330190,184
S00701,Joseph Jones,2012-03-02,Grade 1,+17107143304,05480
S00702,Ricky Williams,2010-12-18,Grade 1,+19142492371,-
S00703,Gabrielle Alvarez,2018-12-27,Grade 2,+17739479940,-
S00704,Cheyenne Ortiz,2009-01-10,Grade 2,+16699368688,-
S00705,Andrea Cox,2014-10-27,Grade 2,+16197060052,4573
S00706,Jessica Rodgers,2018-07-07,Grade 2,-,-
S00707,Andrew Miller,2008-10-20,Grade 1,+19706113416,3129
S00708,Kevin Mathews,2009-10-15,Grade 1,+13833309365,10662
S00709,Sarah Stone,2016-03-19,Grade 4,+13127698821,87955
S00710,Christopher Carr,2007-10-24,Grade 3,+13087192214,-
S00711,Roberto Douglas,2011-11-14,Grade 2,+16782764727,69060
S00712,Cathy Gomez,2009-10-30,Grade 3,+14627498419,52499
S00713,Cameron Lee,2017-10-02,Grade 1,+18388958722,-
S00714,Cindy Spencer,2016-01-09,Grade 3,+13629881288,0928
S00715,Cassandra Rich,2018-05-01,Grade 1,+12206784495,80614
S00716,Diana Perkins,2016-03-11,Grade 3,+14764423377,-
S00717,Julie Duran,2013-05-17,Grade 5,+18402579511,492
S00718,Mrs. Stephanie Mason,2010-11-08,Grade 3,+12407862568,16735
S00719,Danielle Noble,2013-08-20,Grade 5,+17909132126,20059
S00720,Thomas Figueroa,2011-04-27,Grade 1,+13166184369,-
S00721,John Meyer,2016-06-08,Grade 3,+12787997299,9018
S00722,Andrew Wall,2008-08-12,Grade 2,+12872886655,82811
S00723,Jerome Garcia,2019-02-07,Grade 4,+14658748487,97336
S00724,Philip Johns,2007-06-20,Grade 3,+19676245299,5323
S00725,Mrs. Claudia Wolfe Dvm,2019-03-02,Grade 2,+18694512567,875
S00726,Lindsey Nunez,2010-01-20,Grade 1,+14137833116,432
S00727,Caitlyn Stewart Dds,2009-08-25,Grade 1,+13808480610,7055
S00728,Amanda Grimes,2013-05-06,Grade 3,+19667444930,49958
S00729,Madison Mills,2018-03-29,Grade 2,+16943668067,69638
S00730,Shannon Mcmillan,2017-12-10,Grade 3,+15514839672,7807
S00731,Brenda Sanchez,2006-08-24,Grade 1,+12837196042,8486
S00732,Jessica Gallagher,2016-11-06,Grade 5,+18389330389,3075
S00733,Andrea Barton,2017-12-28,Grade 4,+13243262409,-
S00734,Emily Horn,2018-02-28,Grade 4,+16749408003,-
S00735,Jaime Roman,2016-08-26,Grade 3,+16406273186,-
S00736,Noah Brown,2019-02-19,Grade 5,+18808955541,85544
S00737,Robin Richards,2017-05-12,Grade 2,+13974357669,-
S00738,Charles Lowe,2007-08-23,Grade 2,+14527674570,705
S00739,Tina Smith,2008-08-04,Grade 2,+19516724469,-
S00740,Kimberly Jackson,2013-05-16,Grade 4,+19113343891,-
S00741,Leslie Wilson,2015-11-08,Grade 2,+18238065638,873
S00742,Carla Chan,2012-09-07,Grade 4,+17667177299,7030
S00743,Angela Underwood,2013-11-19,Grade 3,+15114614199,-
S00744,Brandon Hess,2013-04-09,Grade 5,+15355990104,30990
S00745,Michael Rogers,2012-02-19,Grade 4,+15424105356,-
S00746,Charles Baker,2019-01-13,Grade 4,+12864362025,-
S00747,Dominique Mitchell,2018-01-01,Grade 2,+15205685334,1010
S00748,Matthew Dunn,2019-02-27,Grade 2,+13182088732,8675
S00749,James Maldonado,2018-03-30,Grade 4,+19493255761,36183
S00750,Scott Harper,2008-02-09,Grade 4,+13032455881,2201
S00751,Jonathan Griffith,2016-08-08,Grade 2,+17667372791,5614
S00752,Amanda Alvarez,2013-12-05,Grade 3,+18014937017,513
S00753,James Parker,2014-10-28,Grade 4,+17312543655,-
S00754,Julie Sweeney,2008-09-22,Grade 2,+13462299241,-
S00755,Elizabeth Wyatt,2010-01-28,Grade 5,+16099917845,-
S00756,Emily Oliver,2012-06-17,Grade 2,+12466160298,-
S00757,Heather Maxwell,2016-11-09,Grade 3,+18108756516,9554
S00758,Tracy Cummings,2013-08-15,Grade 2,+12543058835,9318
S00759,Michael Anderson,2012-01-23,Grade 5,+17253319860,-
S00760,Steven Oliver,2018-01-24,Grade 2,+16262379482,448
S00761,Robin Guzman,2007-07-04,Grade 4,+15502349742,-
S00762,Linda Pearson,2007-11-26,Grade 3,+13285398518,08080
S00763,Joseph Mercado,2015-03-19,Grade 2,+17534801766,-
S00764,William Johnson,2012-04-23,Grade 3,+19064611852,3026
S00765,Megan Hernandez,2008-03-19,Grade 4,+12142241727,0033
S00766,Craig Hernandez,2015-02-16,Grade 2,+14915863406,-
S00767,Jo Graham,2015-02-23,Grade 1,+19676295441,-
S00768,Kayla Cannon,2016-05-30,Grade 4,+12629635072,200
S00769,James Long,2006-10-06,Grade 2,+13968195107,-
S00770,Gary Bradford,2013-09-14,Grade 2,+16854020052,303
S00771,Theresa Fletcher,2015-02-18,Grade 4,+14869378962,-
S00772,Ricardo Petersen,2007-02-15,Grade 5,+13606403818,-
S00773,Michael Leach,2018-04-06,Grade 3,+17935746185,15888
S00774,Allison Marsh,2010-03-04,Grade 5,+12958721362,02580
S00775,Ashley Hobbs,2008-12-12,Grade 4,+18892207176,2442
S00776,Jessica Williams,2015-05-24,Grade 5,+15999059841,-
S00777,Shannon Pratt,2008-11-07,Grade 2,+14204937371,-
S00778,Nicholas Gibson,2011-04-14,Grade 4,+12482901690,0130
S00779,Abigail Espinoza,2018-01-19,Grade 5,+13816388581,49629
S00780,Christina Williams,2008-08-23,Grade 5,-,-
S00781,Charles Munoz,2015-04-05,Grade 5,+17764392301,5048
S00782,Marie Bailey,2015-04-04,Grade 1,+15229627792,48102
S00783,Jason Santos,2010-10-07,Grade 2,+19274412017,219
S00784,Lisa West,2007-01-30,Grade 4,+19742274928,7265
S00785,Paul Jennings,2010-01-29,Grade 3,+12945215129,4645
S00786,Nicholas Cooper,2014-04-04,Grade 3,+17255141714,570
S00787,Emma Cobb,2016-02-25,Grade 3,+19954499085,76813
S00788,Hannah Hicks,2009-03-22,Grade 5,+19253923438,551
S00789,John Mccann,2007-10-19,Grade 5,+12639643999,-
S00790,Thomas Johnson,2017-06-01,Grade 2,+19882771192,9808
S00791,Jeffrey Hunt,2013-01-10,Grade 5,-,-
S00792,Alicia Anderson,2009-11-27,Grade 1,+12854297106,442
S00793,Matthew Mckinney,2009-07-15,Grade 1,+14272876508,-
S00794,Jodi Meyer,2007-10-20,Grade 2,+14105557874,-
S00795,Christina Mills,2016-10-13,Grade 4,+13107239112,39597
S00796,Terry Carrillo,2012-02-19,Grade 5,+17159126447,7439
S00797,Connor Singh,2014-12-08,Grade 3,+14134809133,46274
